Buy Date,Buy Price,Buy Qty
2018-11-21,326.05,10
2018-12-05,304.35,11
2019-01-03,282.65,12
2019-02-11,261.6,13
2019-03-08,286.4,12
2019-04-12,286.85,12
2019-05-23,275.95,12
2019-07-19,259.05,13
2019-08-21,219.0,15
2019-11-15,244.75,14
2020-03-02,235.0,14
2020-05-15,174.3,20
2020-06-30,189.35,18
2022-05-25,528.45,6
2022-07-22,582.45,6
2023-03-22,662.25,5
