Buy Date,Buy Price,Buy Qty
2020-03-18,930.75,3
2020-05-06,876.45,3
2020-06-11,951.25,3
2020-07-01,948.2,3
2022-05-10,2137.35,1
2022-06-07,2100.8,1
2023-01-16,2405.85,1
