Buy Date,Buy Price,Buy Qty
2018-11-21,2604.65,1
2019-07-19,2558.25,1
2020-04-21,2323.25,1
2020-06-19,2674.35,1
2021-11-22,3444.2,1
2021-12-20,3105.2,1
2022-03-04,3242.1,1
