Buy Date,Buy Price,Buy Qty
2011-11-09,150.48,23
2011-12-09,139.66,25
2012-02-27,147.77,23
2015-06-03,547.35,6
2015-07-06,464.55,7
2015-10-15,545.3,6
2015-12-24,516.95,6
2016-01-04,516.4,6
2016-02-10,440.4,7
2016-03-23,479.9,7
2016-04-07,444.45,7
2016-08-16,482.95,7
2016-09-21,461.15,7
2016-10-07,419.75,8
2017-04-05,446.95,7
2017-05-19,416.15,8
2017-06-09,386.8,9
2017-07-03,381.25,9
2017-08-09,393.85,8
2017-09-04,416.1,8
