Buy Date,Buy Price,Buy Qty
2011-11-17,137.87,25
2012-07-10,144.19,24
2012-10-12,132.02,26
2012-11-15,135.66,25
2013-04-22,127.28,27
2013-05-14,130.37,26
2013-06-03,121.86,28
2014-06-04,184.52,18
2015-04-24,196.2,17
2015-11-13,206.81,16
2016-01-07,206.19,16
2016-02-08,204.38,17
2016-05-03,203.94,17
2016-08-18,196.91,17
2016-09-02,181.35,19
2016-10-07,178.86,19
2016-11-18,163.93,21
2016-12-05,171.24,20
2017-01-27,174.58,20
2017-02-02,170.87,20
