Buy Date,Buy Price,Buy Qty
2015-11-13,1198.7,2
2015-12-04,1164.2,3
2016-01-05,1174.47,2
2016-02-10,1134.4,3
2016-10-04,1202.57,2
2016-11-02,1152.03,3
2016-12-05,1093.0,3
2017-02-01,1083.95,3
2017-04-27,1151.32,3
2017-06-27,1171.43,2
2017-07-06,1173.78,2
