Buy Date,Buy Price,Buy Qty
2011-11-23,53.47,65
2012-05-11,57.01,61
2013-01-15,62.47,56
2013-02-28,58.67,59
2013-03-19,60.24,58
2013-06-11,60.67,57
2013-07-05,60.53,57
2013-09-30,55.15,63
2013-11-21,52.54,66
2014-01-07,55.58,62
2015-08-12,76.5,45
2015-09-01,72.62,48
2015-10-27,75.32,46
2017-12-14,112.56,31
