Buy Date,Buy Price,Buy Qty
2011-11-30,177.65,19
2011-12-08,182.8,19
2012-01-06,172.9,20
2013-03-14,229.15,15
2013-04-05,245.1,14
2013-06-24,222.5,15
2013-08-20,220.3,15
2013-09-13,226.1,15
2013-10-15,234.05,14
2013-11-11,231.8,15
2013-12-11,225.0,15
2014-01-08,222.75,15
2015-06-15,344.25,10
2015-07-22,338.0,10
2015-08-04,315.95,11
2015-09-01,334.95,10
2016-01-18,334.25,10
2016-02-25,323.75,10
2016-03-18,337.8,10
2016-11-15,329.4,10
2017-01-09,354.6,9
