Buy Date,Buy Price,Buy Qty
2012-07-02,98.34,35
2016-02-22,554.1,6
2016-03-09,584.0,5
2016-04-06,555.95,6
2017-07-07,802.3,4
2017-08-02,757.4,4
2017-09-20,770.75,4
